url	md5	Data collection	Data type	Analysis group	Sample	Population	Data reuse policy
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/025/ERR11028125/ERR11028125.fastq.gz	d67c9346bb187a6d0297ab1bc7735d3c	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02011	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/016/ERR13491816/ERR13491816.fastq.gz	a0141756f5540120386fa39562a175be	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02018	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/022/ERR13491822/ERR13491822.fastq.gz	81c1220d2979f76d8687418bc0805f8b	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02018	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/029/ERR13491829/ERR13491829.fastq.gz	85908e90f31ba6330c84fbda880c0b08	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02059	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/034/ERR13491834/ERR13491834.fastq.gz	7d0784ed683bb8640821e9476ffcb2a8	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02059	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/036/ERR13491836/ERR13491836.fastq.gz	657d07e42510a34e44980d4af5b8e743	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02059	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/041/ERR13491841/ERR13491841.fastq.gz	8f9c42cfa3ab5adc10aa03cd94d95119	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02059	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/023/SRR19501523/SRR19501523_subreads.fastq.gz		Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic			https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/024/SRR19501524/SRR19501524_subreads.fastq.gz		Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic			https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR12954409/ERR12954409.fastq.gz	cac9024de1de25fe8b817a3a9ab2ab8c	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02282	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/099/ERR11028099/ERR11028099.fastq.gz	eb5920ca4db2fe9c5bd0a58604a8e83d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02492	Punjabi in Lahore, Pakistan	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/036/ERR10966436/ERR10966436.fastq.gz	eed6bb9f5b6cf01bbf45260fa815d33f	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02554	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/045/ERR13491845/ERR13491845.fastq.gz	6cf186c538046e09f60de7a71306a1d5	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02554	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/066/ERR13110566/ERR13110566.fastq.gz	88df4be0017bbc8604471642468ade37	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02587	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/071/ERR13110571/ERR13110571.fastq.gz	92368e0c4149258fb7c587e805635c66	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02587	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/054/ERR13491854/ERR13491854.fastq.gz	46e76b23a7cc62bc6169fe445fecfa48	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02587	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/060/ERR13491860/ERR13491860.fastq.gz	d9a69401413d5ba88c25dbc08ef631be	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02587	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/069/ERR10966469/ERR10966469.fastq.gz	b7dddeae46489c217a64752464e7de8d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02666	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/010/ERR11028110/ERR11028110.fastq.gz	1c43d295a66d62e98004efbe04e6c418	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02666	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/065/ERR13491865/ERR13491865.fastq.gz	7dc232cc68a1cc43d7a8d4ef80663f7e	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/071/ERR13491871/ERR13491871.fastq.gz	717a0ae745fdb1d9b998dd8e0e31ac8b	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/079/ERR13491879/ERR13491879.fastq.gz	48b48362bb39b47b23435e3b91a265b7	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/084/ERR13491884/ERR13491884.fastq.gz	502db4e898e399ea29cfff6742540284	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/086/ERR13491886/ERR13491886.fastq.gz	5fc697fe0f328d212211dfacde4598eb	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/091/ERR13491891/ERR13491891.fastq.gz	8edf8a420201a47521aba1dc9410a975	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/094/ERR13491894/ERR13491894.fastq.gz	4657b12380dcad48ab8c76c0ccefe0f8	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02818	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/026/ERR10966426/ERR10966426.fastq.gz	4a6528391503a1436329ad3e4f24752d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02953	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR13491903/ERR13491903.fastq.gz	3a467a518a3e36e78c05320383e1d349	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02953	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/081/ERR10966481/ERR10966481.fastq.gz	eb77abec926c54228bb84638a9c69411	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03009	Bengali in Bangladesh	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/042/ERR11028142/ERR11028142.fastq.gz	7358060fd672c8ecb152d4b5dff66f63	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03009	Bengali in Bangladesh	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/089/ERR10966389/ERR10966389.fastq.gz	226b1de55abf7bef6cde1ea0845b5a05	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03065	Mende in Sierra Leone	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/076/ERR10966376/ERR10966376.fastq.gz	3aec7903dfeeb763152eae2204646811	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03248	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/011/ERR11028111/ERR11028111.fastq.gz	6e0b3d71939de097cd738e05fe213579	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03248	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10966430/ERR10966430.fastq.gz	521a58cfeda205543e5de48b45de5e0a	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03371	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR13491907/ERR13491907.fastq.gz	53ac5e64766f4f605aab138488926f38	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03452	Mende in Sierra Leone	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/014/ERR13491914/ERR13491914.fastq.gz	9ae8cab8276f9ca7a46fa8218be4339d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03452	Mende in Sierra Leone	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/019/ERR13491919/ERR13491919.fastq.gz	ef7d14914b052efe1b52627a2477516e	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03452	Mende in Sierra Leone	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/059/SRR19416259/SRR19416259_subreads.fastq.gz		Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic			https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/077/ERR12954377/ERR12954377.fastq.gz	fedc734aa4da48786f1310aec9472d8c	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03520	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/072/ERR13110572/ERR13110572.fastq.gz	52ce7949418f9fbabb4a815e072fdd7e	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03683	Sri Lankan Tamil in the UK	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/021/ERR13491921/ERR13491921.fastq.gz	dd83b0076811bd5b2cedf2d2f0f82007	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03683	Sri Lankan Tamil in the UK	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/022/ERR12953022/ERR12953022.fastq.gz	8f859e843b52d1ec43071503e463ec00	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03732	Indian Telugu in the UK	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/011/ERR12953011/ERR12953011.fastq.gz	db4b694ea9351cb829f28f782e564ab0	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03807	Bengali in Bangladesh	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/013/ERR12953013/ERR12953013.fastq.gz	232b3b4868d6fc58a425b1d4bc8f059a	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03807	Bengali in Bangladesh	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/028/ERR13491928/ERR13491928.fastq.gz	3cc106075feafefc05359daa9cf80b6a	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG04036	Sri Lankan Tamil in the UK	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/035/ERR13491935/ERR13491935.fastq.gz	69adb6194cac4fd6134936e94dcda4f7	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG04036	Sri Lankan Tamil in the UK	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/025/ERR12953025/ERR12953025.fastq.gz	17f6e3d440dc779deb289bc000c5dd9d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG04217	Indian Telugu in the UK	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR12954404/ERR12954404.fastq.gz	ebef5bde68c9a66df6745acfc57683e4	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG04217	Indian Telugu in the UK	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/077/ERR13110577/ERR13110577.fastq.gz	f7f9110db5ad6f61eacf28eb1fab9d6e	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA12329	Utah residents (CEPH) with Northern and Western European ancestry	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10966439/ERR10966439.fastq.gz	fd32ecd452ceb58f7fc545eca201e8a4	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA18534	Han Chinese in Beijing, China	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/090/ERR13110590/ERR13110590.fastq.gz	152bfe467acc841888a9ca6ab1d6f343	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA18939	Japanese in Tokyo, Japan	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/086/ERR13110586/ERR13110586.fastq.gz	eb9daf9c115a8531f4dc116bbfb17d5c	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA18939	Japanese in Tokyo, Japan	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/061/ERR10966461/ERR10966461.fastq.gz	87d1b1abc571e88f5ae7742f27749985	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA18989	Japanese in Tokyo, Japan	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/063/ERR10966463/ERR10966463.fastq.gz	df9b86b57f8286421a9723ccc0d9da55	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA18989	Japanese in Tokyo, Japan	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/087/ERR11028087/ERR11028087.fastq.gz	5b349aa8018b1c67c8824b2f2162efb4	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA18989	Japanese in Tokyo, Japan	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/047/ERR13491947/ERR13491947.fastq.gz	702e32b5bb323eee3ac72f374b1be1f3	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19036	Luhya in Webuye, Kenya	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/052/ERR13491952/ERR13491952.fastq.gz	ed402d4b5c67fa39af20ee5a46b7146b	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19129	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/054/ERR13491954/ERR13491954.fastq.gz	5ddc76c756a45cde931565a777d5f77c	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19129	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/059/ERR13491959/ERR13491959.fastq.gz	489aa502f9ef1d0b63e577ab00f11981	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19129	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR983/005/ERR9830435/ERR9830435.fastq.gz	6e8ed8d797a8b2d3aedadf3c1f149147	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19238	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR491/008/ERR4914948/ERR4914948.fastq.gz	9d5be44988742baaa2a2b498b12d735e	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19238	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/000/ERR13110600/ERR13110600.fastq.gz	17e5aa51c8a2a313ed445d7dfbb8b8e1	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19238	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/095/ERR13110595/ERR13110595.fastq.gz	82f8c253f8d3f12ed270ca81436b2bb8	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19238	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/009/ERR10966409/ERR10966409.fastq.gz	a47b6ad22f72af0d01acec55c603d135	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19239	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/014/ERR11028114/ERR11028114.fastq.gz	01333a1886c332d16f1fb6315d89aef2	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19239	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR491/007/ERR4915887/ERR4915887.fastq.gz	0ce16208b1c4c7b0684f83f9ac693d61	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19240	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/066/ERR13491966/ERR13491966.fastq.gz	1980874c798d4876a6be57b1bb13bd56	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19240	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/005/ERR13110605/ERR13110605.fastq.gz	79af45a3f830fc29192c7e2b9eeef743	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19240	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/010/ERR13110610/ERR13110610.fastq.gz	ddc24cfee94571ac98825062cf468e79	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19240	Yoruba in Ibadan, Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10966394/ERR10966394.fastq.gz	433d53bcebbec9a3a357026888276838	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19317	Luhya in Webuye, Kenya	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/085/ERR11028085/ERR11028085.fastq.gz	27b71206636928dfd28faa0da8b25d95	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	NA19317	Luhya in Webuye, Kenya	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
